pair,side,entry_price1,entry_price2,exit_price1,exit_price2,size,pnl,transaction_costs,holding_period,entry_time,exit_time
BABA-JD,long,199.0210723876953,62.616485595703125,202.33355712890625,63.66273880004883,5000.0,143.7965341364666,14.471741159674814,0,2024-11-28 23:09:46.499591,2024-11-28 23:09:46.513418
BABA-JD,long,155.05062866210938,58.09516906738281,152.54933166503906,59.43101119995117,5000.0,28.245846515191364,14.298154748626327,0,2024-11-28 23:09:47.381118,2024-11-28 23:09:47.393751
BABA-JD,long,74.94194030761719,26.840524673461914,74.94194030761719,26.840524673461914,5000.0,-14.234338746730598,14.234338746730598,0,2024-11-28 23:09:55.023201,2024-11-28 23:09:55.035112
BABA-JD,long,74.94194030761719,26.840524673461914,74.94194030761719,26.840524673461914,5000.0,-14.234338746730598,14.234338746730598,0,2024-11-28 23:09:55.035112,2024-11-28 23:09:55.047892
BABA-JD,long,74.94194030761719,26.840524673461914,75.77247619628906,27.75432586669922,5000.0,205.41863029859746,14.564313161921378,0,2024-11-28 23:09:55.047892,2024-11-28 23:09:55.061739
